1. Contare quanti iscritti ci sono stati ogni anno
-2018: 912 iscritti
-2019: 1709 iscritti
-2020: 1645 iscritti
-2021: 734 iscritti

2. Contare gli insegnanti che hanno l'ufficio nello stesso edificio
-95 insegnanti 

3. Calcolare la media dei voti di ogni appello d'esame
1	16.8824
2	16.4615
3	20.3333
4	27.0000
6	17.5000
7	19.6000
8	6.5000
9	12.0000
11	17.4324
12	14.8889
13	22.0000
16	18.0526
17	19.0000
18	5.5000
19	22.0000
21	16.6176
22	15.0000
23	12.7500
24	12.0000
25	3.0000
26	19.1667
27	24.5000
31	16.9583
32	17.2500
36	20.1818
37	22.0000
41	19.5263
42	20.6000
46	17.4000
47	16.3333
51	17.4400
52	18.1667
53	11.0000
54	19.3333
56	17.4545
57	15.2000
58	9.0000
59	14.0000
61	21.6667
66	17.2000
67	22.2500
68	21.0000
71	24.0000
72	14.0000
73	26.0000
76	20.5455
77	22.0000
78	8.0000
79	32.0000
81	15.8750
82	27.0000
86	20.1538
87	13.0000
88	28.0000
91	12.1111
92	23.3333
96	18.3800
97	17.3889
98	11.3333
99	20.0000
101	16.5000
102	19.2000
103	18.8000
104	12.5000
106	17.3889
107	15.0000
108	20.0000
111	16.4681
112	15.5833
113	24.5000
116	14.2391
117	16.9412
118	19.0000
119	9.0000
121	19.5556
122	19.1667
123	12.5000
126	19.5000
127	16.7000
128	10.6000
129	24.0000
131	17.2857
132	14.9167
133	14.0000
134	12.0000
136	16.6563
137	11.3636
138	14.7500
139	4.0000
140	19.0000
141	18.8857
142	14.0000
143	10.0000
146	17.5556
147	12.7778
148	17.0000
151	17.8710
152	14.8571
153	25.0000
156	17.6250
157	16.7273
158	19.2500
161	19.3214
162	18.2857
163	7.0000
164	20.0000
166	16.5000
167	12.6000
168	8.0000
171	13.4722
172	17.1667
173	18.0000
176	17.8788
177	17.0000
178	28.6667
181	23.5294
186	19.2222
187	26.2500
191	20.1579
192	17.5000
193	19.0000
196	21.7273
197	24.0000
201	19.8000
206	19.4286
207	9.5000
208	10.5000
209	26.5000
211	14.0000
212	25.0000
213	32.0000
216	19.3158
217	13.6000
218	21.0000
221	18.8667
222	23.0000
223	26.0000
226	18.3704
227	20.4000
228	21.5000
229	4.0000
230	26.0000
231	19.0000
232	16.5000
233	29.0000
236	16.6923
237	20.6667
238	5.0000
239	10.0000
241	17.3667
242	18.8889
243	22.6667
246	20.7333
247	13.2500
248	18.0000
249	26.0000
251	12.8485
252	17.7692
253	7.6667
254	8.0000
256	18.0000
257	22.6250
258	27.5000
261	18.7931
262	19.6000
266	17.6364
267	18.3333
268	17.5000
271	19.2500
272	22.3333
273	19.0000
276	20.8333
277	21.7143
278	17.5000
281	15.0435
282	17.3333
283	33.0000
286	13.7143
287	18.7500
288	16.5000
291	18.5714
292	6.0000
296	17.4444
297	20.3333
301	21.0000
302	16.6667
303	22.0000
306	16.2000
307	12.0000
308	13.0000
309	22.0000
311	13.4000
312	22.0000
313	25.5000
316	15.7500
317	22.0000
321	19.1250
322	13.0000
323	10.0000
324	10.0000
325	22.0000
326	15.9474
327	15.5333
328	21.5000
331	18.1935
332	18.6000
333	16.5000
334	5.0000
336	15.2286
337	19.3846
338	22.6667
341	15.2903
342	17.5556
343	26.5000
346	17.1000
347	19.4444
348	19.5000
351	16.4211
352	25.1667
353	4.0000
354	15.0000
356	17.3333
357	17.6667
361	18.7692
362	23.0000
363	17.0000
366	19.1500
367	23.3333
371	16.6111
372	13.6667
373	23.0000
376	16.7500
377	21.0000
378	19.0000
379	6.0000
381	17.6818
382	14.4286
383	23.5000
384	19.0000
386	18.6897
387	19.0000
388	16.0000
389	15.0000
391	20.4091
392	17.3333
393	16.0000
396	15.7692
397	19.8000
398	14.0000
399	8.0000
400	13.0000
401	16.2941
402	18.4000
406	20.5556
407	24.0000
411	21.2000
412	7.3333
413	18.0000
416	21.2308
417	17.2500
418	20.0000
421	18.4545
422	18.7143
423	18.0000
426	15.5625
427	17.5455
428	8.0000
429	14.0000
431	18.6061
432	7.2000
433	22.0000
436	18.3000
437	11.8571
438	21.0000
439	13.0000
441	21.4643
442	14.3333
443	32.0000
446	20.9032
447	20.8333
448	25.0000
451	16.5926
452	17.0000
453	19.0000
456	20.5758
457	17.3333
461	17.7714
462	14.3636
463	15.1667
464	18.3333
466	20.6250
467	30.0000
471	19.7368
472	18.5000
473	23.0000
476	18.9333
477	15.4000
478	25.6667
481	19.6667
482	21.2500
486	22.0526
487	20.5000
488	16.0000
489	22.0000
491	18.2759
492	13.0000
493	31.0000
496	19.7879
497	16.8000
498	7.0000
499	15.0000
500	31.0000
501	17.0000
502	19.8182
503	24.0000
504	20.0000
506	17.3939
507	15.2857
511	15.9722
512	14.3636
513	16.2500
514	8.0000
515	33.0000
516	16.8889
517	15.4000
521	18.6000
522	14.8000
523	20.0000
526	15.3529
527	22.0000
528	30.0000
531	17.8750
532	24.2500
536	17.4118
537	16.8333
541	17.4583
542	12.3750
543	16.4000
544	25.0000
546	17.9167
547	15.6667
548	25.5000
551	18.0606
552	18.6667
553	28.0000
556	17.0263
557	21.6364
558	26.5000
561	20.4412
562	11.6667
563	17.0000
564	8.0000
566	18.4103
567	15.5000
568	14.6667
569	27.0000
571	17.1250
572	17.2500
573	11.3333
574	7.0000
576	17.3636
577	23.2000
578	10.0000
579	32.0000
581	16.7727
582	18.7143
586	17.2800
587	13.4286
588	24.6667
591	15.5600
592	12.2000
593	18.0000
594	9.0000
596	17.6111
597	19.3333
598	6.5000
599	7.0000
600	4.0000
601	16.8750
602	19.2222
603	18.8000
606	16.1667
607	13.7778
608	16.0000
611	15.9130
612	15.6000
613	21.3333
616	19.2121
617	22.5000
618	5.0000
619	25.0000
621	16.2647
622	17.3333
623	15.5000
624	6.0000
626	19.5122
627	17.5000
628	14.5000
629	27.0000
631	19.9524
632	11.1250
633	20.6000
634	19.5000
635	18.0000
636	17.6667
637	18.6250
638	20.5000
641	16.3158
642	16.9000
643	27.2500
646	15.7778
647	15.4545
648	16.0000
649	20.0000
651	14.1111
652	15.3333
653	5.0000
654	7.0000
656	18.3636
657	16.3333
661	19.9474
662	15.5000
666	15.9545
667	21.8750
668	20.0000
671	17.3462
672	20.5000
676	20.8800
677	21.5714
681	16.5714
682	19.5000
683	22.0000
686	14.5217
687	20.3333
688	17.5000
689	3.0000
690	26.0000
691	15.8158
692	10.9000
693	16.7500
694	8.0000
696	19.0000
697	20.2222
698	26.0000
701	18.8250
702	16.0000
703	17.0000
704	13.0000
705	16.0000
706	18.5116
707	24.5556
711	20.6410
712	14.6667
713	28.0000
716	18.6563
717	22.4000
718	3.0000
719	27.0000
721	17.2439
722	20.0833
723	27.0000
726	16.3478
727	15.7500
728	21.5000
731	16.8261
732	27.6667
736	16.0909
737	20.7143
741	16.7857
742	16.0000
743	31.0000
746	17.0370
747	20.3333
748	11.0000
749	21.0000
751	19.7500
752	21.6000
753	8.0000
756	17.8387
757	16.1667
758	27.5000
761	15.6774
762	20.2857
763	21.0000
766	17.5278
767	16.2000
768	25.5000
771	15.2000
772	15.2857
773	8.6667
774	19.5000
776	17.8889
777	19.2857
778	16.0000
781	18.4063
782	21.2500
783	25.6667
784	5.0000
785	31.0000
786	16.0606
787	21.0000
788	12.5000
789	9.0000
791	20.1111
792	12.6667
793	13.0000
794	11.0000
795	23.0000
796	17.6053
797	23.0000
798	15.5000
801	19.1579
802	17.8000
803	21.0000
806	17.4800
807	16.0000
808	7.0000
811	17.0000
812	17.4000
813	6.0000
814	26.0000
816	17.0870
817	13.5000
818	18.5000
821	19.0000
822	20.4000
823	8.5000
826	18.3500
827	8.6667
828	24.0000
829	4.0000
830	29.0000
